split,image_id,file_name,reasons
train,111,pressureGauge_346_jpg.rf.648aff26adb60920e030a043f1182e2e.jpg,image is missing required classes: tip
train,133,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.971fbe37d9eae1f182610c5749c0e539.jpg,image is missing required classes: maximum
train,229,4529260-24_jpg.rf.6a9680e5811acac4dc412d24ecda2004.jpg,image is missing required classes: minimum
train,245,IMG_6339_JPG_jpg.rf.4716b69c78f0644dd85fd307743b7c5c.jpg,image is missing required classes: maximum
train,487,IMG_6361_JPG_jpg.rf.e5779789eb76cb75c4985b4042c06e32.jpg,image is missing required classes: maximum
train,615,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.ef1f5cea3c3ae3942ef1c9778414ac34.jpg,image is missing required classes: maximum
train,693,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.6bea7704aebe3e6d8252aee8e5b1b913.jpg,image is missing required classes: maximum
train,721,4529260-24_jpg.rf.c3d43d99a84fa2f3ced19d2a687ed301.jpg,image is missing required classes: minimum
train,863,IMG_6361_JPG_jpg.rf.d59ce775622a16bd219ef4a2e9ce5c08.jpg,image is missing required classes: maximum
train,1002,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.c61fe9e9b2ba5412232c221ebca775ed.jpg,image is missing required classes: minimum
train,1295,istockphoto-1271631693-612x612_jpg.rf.d2adbd26c15a224161a0fb58c01cf3d7.jpg,image is missing required classes: maximum
train,1404,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.20af90596c4fe0f6adc68dd4bec69d64.jpg,image is missing required classes: maximum
train,1479,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.12f2b50c64252e9eb656683b05376f63.jpg,image is missing required classes: maximum
train,1575,istockphoto-1332836893-612x612_jpg.rf.2446427b30c2135a8d88ba340ad4ee78.jpg,image is missing required classes: maximum
train,1612,istockphoto-177506603-612x612_jpg.rf.1cf7ea08649624e43410dfbb77bfc2b7.jpg,image is missing required classes: maximum
train,1626,istockphoto-1332836893-612x612_jpg.rf.d5aa874d07cafbc5aaa5799a0e0d0117.jpg,image is missing required classes: maximum
train,1635,istockphoto-119048610-612x612_jpg.rf.912b086d930cd426b33ba376fdada1ff.jpg,image is missing required classes: maximum
train,1745,istockphoto-1271631693-612x612_jpg.rf.cbf1fd1f9edfb4fd18d6712fffea7229.jpg,image is missing required classes: maximum
train,2012,48_jpeg_jpg.rf.c99b835eb2da1848113c0d621912cb7d.jpg,image is missing required classes: maximum
train,2047,istockphoto-177506603-612x612_jpg.rf.615e811a0144dd94b56119969633a889.jpg,image is missing required classes: maximum
train,2093,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.4d425bfb858f07307a5a64503281794a.jpg,image is missing required classes: maximum
train,2243,IMG_6361_JPG_jpg.rf.f77646e0b00f575c2855d424e9fd21e1.jpg,image is missing required classes: maximum
train,2270,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.53b67d6fffb6a16d23a8a0ec342e40f7.jpg,image is missing required classes: minimum
train,2296,4529260-24_jpg.rf.e00ddb7d5c54b4a58f119616c2711ed9.jpg,image is missing required classes: minimum
train,2506,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.295ffef331d8da93b9af7d590af0d99c.jpg,image is missing required classes: maximum
train,2815,istockphoto-177506603-612x612_jpg.rf.910e8a3511d433c366c412bec3ed72c7.jpg,image is missing required classes: maximum
train,2818,c39cd510c5fd498fb0835eb36fedfb7f_jpeg_jpg.rf.a726fd5ecab69ed81c91f0507d8e2697.jpg,image is missing required classes: maximum
train,2833,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.ca4380d1963bc1e2ef67c58081272a45.jpg,image is missing required classes: maximum
train,2845,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.24406d23a894a22859ae1ee15df39294.jpg,image is missing required classes: minimum
train,2930,istockphoto-1271631693-612x612_jpg.rf.378f5b4606ebd76a6de532306456cb24.jpg,image is missing required classes: maximum
train,2985,istockphoto-1271631693-612x612_jpg.rf.b597a52974c5a521c2d1bd9a426548f3.jpg,image is missing required classes: maximum
train,3089,IMG_6339_JPG_jpg.rf.7c8e19b942e4515c5f832386c60826c1.jpg,image is missing required classes: maximum
train,3297,4529260-24_jpg.rf.b1f7ed3855fbb709e4a859aa6b20cd54.jpg,image is missing required classes: minimum
train,3457,pressureGauge_346_jpg.rf.81d91ec36285661001ce22618da4f1c6.jpg,image is missing required classes: tip
train,3676,istockphoto-1332836893-612x612_jpg.rf.6a83f4254d04c6f674703aa8b96c02ae.jpg,image is missing required classes: maximum
train,3726,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.1b7bb1c2b9e1aeb5bc0f7ba7701698fe.jpg,image is missing required classes: maximum
train,3753,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.72eceb2fbef51a863355124ebfce9e23.jpg,image is missing required classes: minimum
train,3763,istockphoto-540208830-612x612_jpg.rf.01799de27eb44d099a8222fd1c496d2c.jpg,image is missing required classes: maximum
train,3860,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.c8ca9a86699dee80ae8817e8add5506b.jpg,image is missing required classes: maximum
train,4113,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.9ec4fefb028067486878ff993830a2c6.jpg,image is missing required classes: maximum
train,4162,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.dac79e8959bcc6919022aa1a81730096.jpg,image is missing required classes: maximum
train,4191,istockphoto-177506603-612x612_jpg.rf.7801eec12070784d44c76db671cbabbe.jpg,image is missing required classes: maximum
train,4194,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.7d069433e95fe7993b7f0fbac6fd4c3b.jpg,image is missing required classes: maximum
train,4214,IMG_6361_JPG_jpg.rf.727b7d3aae812064a3a35e0faecc9b3c.jpg,image is missing required classes: maximum
train,4267,istockphoto-1332836893-612x612_jpg.rf.8c899b9c599bedf639c2402eea6cd6ca.jpg,image is missing required classes: maximum
train,4308,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.e55119e2bfcd738bb01505440911c8e6.jpg,image is missing required classes: maximum
train,4495,48_jpeg_jpg.rf.7d39088decc6c8205b0763fc58a66125.jpg,image is missing required classes: maximum
train,4550,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.5539d87cace0a74ab6b62588f981e470.jpg,image is missing required classes: maximum
train,4603,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.fd0566f7acb03ef81c016d88cb7d6ef3.jpg,image is missing required classes: maximum
train,4627,istockphoto-119048610-612x612_jpg.rf.7b934b8ed2b5c2a3cd2173b42b9bf71a.jpg,image is missing required classes: maximum
train,4677,istockphoto-177506603-612x612_jpg.rf.b87cc5646be9b9539104955258396ba2.jpg,image is missing required classes: maximum
train,4870,istockphoto-1271631693-612x612_jpg.rf.efd5a70192928efc5d454d273c25fff8.jpg,image is missing required classes: maximum
train,4894,istockphoto-177506603-612x612_jpg.rf.e05a897a615b519272cdf84f8ca99f82.jpg,image is missing required classes: maximum
train,5085,istockphoto-1332836893-612x612_jpg.rf.2d6a7b791be9e17aeddc17492eef705f.jpg,image is missing required classes: maximum
train,5189,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.de378bd61025d55fa6eaac4b5cb2acee.jpg,image is missing required classes: minimum
train,5204,istockphoto-1271631693-612x612_jpg.rf.e1eaafdbe81637200c398d417d9ab312.jpg,image is missing required classes: maximum
train,5545,istockphoto-177506603-612x612_jpg.rf.9cc89bc14c0821acd15dcade7456a17d.jpg,image is missing required classes: maximum
train,5579,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.57a18f6ed3c2007dfdd44c81b8ae950a.jpg,image is missing required classes: maximum
train,5619,IMG_6339_JPG_jpg.rf.881ad171ad52537ff5324658d3d62763.jpg,image is missing required classes: maximum
train,5904,IMG_6339_JPG_jpg.rf.26ddf972bddbd0b0602d208529574776.jpg,image is missing required classes: maximum
train,5940,IMG_6361_JPG_jpg.rf.a386433aa308c54d9ec37f0f84fc4fca.jpg,image is missing required classes: maximum
train,6178,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.8a390d635b191aa50914c7a6e5714cea.jpg,image is missing required classes: maximum
train,6363,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.6a81ffb5010aa922d634a28a007dbb3f.jpg,image is missing required classes: maximum
train,6549,IMG_6339_JPG_jpg.rf.a648fc2c839836dea58678aa28d2803c.jpg,image is missing required classes: maximum
train,6750,istockphoto-540208830-612x612_jpg.rf.a91673982f76a36075a909a7df2a1514.jpg,image is missing required classes: maximum
train,6871,istockphoto-119048610-612x612_jpg.rf.c9705772c40b3dd0510d46c12cf71664.jpg,image is missing required classes: maximum
train,6909,istockphoto-119048610-612x612_jpg.rf.71690d1d5c7234c0de5371abdf53881d.jpg,image is missing required classes: maximum
train,6987,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.2d9df4c33ce99b8e49bff28a252bcdf7.jpg,image is missing required classes: minimum
train,7034,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.142b100719e2837db3a6f46fbf213129.jpg,image is missing required classes: maximum
train,7256,48_jpeg_jpg.rf.1caeb82759bcb78d6ec04efb310f5327.jpg,image is missing required classes: maximum
train,7286,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.8f995e72273730fa5a6027ee557769ab.jpg,image is missing required classes: maximum
train,7367,4529260-24_jpg.rf.ca3759f3d6c6521db33d7a42156c68eb.jpg,image is missing required classes: minimum
train,7376,istockphoto-1271631693-612x612_jpg.rf.74e1e790aa0b059ce5489f367afb37fa.jpg,image is missing required classes: maximum
train,7466,istockphoto-1332836893-612x612_jpg.rf.ef2985dcf921e393b4d13907b09bd095.jpg,image is missing required classes: maximum
train,7548,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.1ac51bb3ea3ef15200aae4619a92957f.jpg,image is missing required classes: maximum
train,7559,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.160798894550fd66f5878fcf02cf69b5.jpg,image is missing required classes: maximum
train,7604,IMG_6339_JPG_jpg.rf.d130f9f8bf6421a74ee720849edb20ee.jpg,image is missing required classes: maximum
train,7653,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.a66ebff644863d2d23db82107ffea9c8.jpg,image is missing required classes: maximum
train,7695,48_jpeg_jpg.rf.877ae553b0253bef9c87084674d5ade1.jpg,image is missing required classes: maximum
train,7726,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.a01946ca351b26b50c0cdacce86e38ef.jpg,image is missing required classes: maximum
train,7807,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.86f7d6b72bdb20dec855dcdca8c7ffa8.jpg,image is missing required classes: maximum
train,7881,4529260-24_jpg.rf.408a5baaa313013c29a8d2b203d04259.jpg,image is missing required classes: minimum
train,7906,4529260-24_jpg.rf.4db91a2672d826d794aaf2f9e88335af.jpg,image is missing required classes: minimum
train,7928,istockphoto-540208830-612x612_jpg.rf.0d4d1953921a7c0771154105389bd50e.jpg,image is missing required classes: maximum
train,7984,istockphoto-119048610-612x612_jpg.rf.c347f12a8db6d34a2af7d573b1b26ac9.jpg,image is missing required classes: maximum
train,8110,istockphoto-540208830-612x612_jpg.rf.c0206e05c770525895c4edeac5e2b221.jpg,image is missing required classes: maximum
train,8118,IMG_6361_JPG_jpg.rf.c47865ac8b7679bebea3a720c705c6e4.jpg,image is missing required classes: maximum
train,8135,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.1d26961a7a25f7fd906002a57a992e02.jpg,image is missing required classes: maximum
train,8276,IMG_5967_JPG_jpg.rf.c72b31f344ef3c26d0236ee4c11b64f1.jpg,image is missing required classes: maximum
train,8308,IMG_5967_JPG_jpg.rf.7ab6ff2a673f640d1f2c2ba4c6d361e0.jpg,image is missing required classes: maximum
train,8665,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.3a8e05a8d796cd16ee2c91bc86145869.jpg,image is missing required classes: maximum
train,8670,c39cd510c5fd498fb0835eb36fedfb7f_jpeg_jpg.rf.7d8ff267a59233d5ec0e8442e926efba.jpg,image is missing required classes: maximum
train,8922,istockphoto-540208830-612x612_jpg.rf.bccd44d940f13c17e5a18355102f2aee.jpg,image is missing required classes: maximum
train,9077,istockphoto-119048610-612x612_jpg.rf.5b787e104f53002cc8a426e53c8b4e5e.jpg,image is missing required classes: maximum
train,9080,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.8067da3a6bc1539ead7f82f09f829544.jpg,image is missing required classes: maximum
train,9186,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.d9e136e2f2bb6cd2134f74fd61cdcadb.jpg,image is missing required classes: maximum
train,9458,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.041c5d4c6da312df38182da452f2d9fb.jpg,image is missing required classes: maximum
train,9583,istockphoto-540208830-612x612_jpg.rf.13c593132bc2438510c16d922766da94.jpg,image is missing required classes: maximum
train,9604,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.bd72630c5706c3f36ad2969f4823191e.jpg,image is missing required classes: maximum
train,9619,istockphoto-177506603-612x612_jpg.rf.c3dea06b9a72817e2a634c0a3611b9d8.jpg,image is missing required classes: maximum
train,9627,istockphoto-1271631693-612x612_jpg.rf.76e94966fe2bc4a1a603b828c8c5b6f2.jpg,image is missing required classes: maximum
train,9687,IMG_6361_JPG_jpg.rf.9b1494f5fad5d187227d2d36c3c4c9f0.jpg,image is missing required classes: maximum
train,9700,istockphoto-1332836893-612x612_jpg.rf.5c5dbdf02ba56836f485fbb5e2c231e8.jpg,image is missing required classes: maximum
train,9741,istockphoto-177506603-612x612_jpg.rf.20f9c3c2127019e99b67dc1b9bf55e6a.jpg,image is missing required classes: maximum
train,9978,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.9c6ca5394517120d165917a3206701cf.jpg,image is missing required classes: maximum
train,10034,IMG_6361_JPG_jpg.rf.03c92ca4717187f7e7728a30e84e4dd0.jpg,image is missing required classes: maximum
train,10213,istockphoto-1271631693-612x612_jpg.rf.26ecf5e2a0c8970aa85c368805e5f905.jpg,image is missing required classes: maximum
train,10468,istockphoto-119048610-612x612_jpg.rf.8d2ada52858a531bb90579dbc9e104f0.jpg,image is missing required classes: maximum
train,10690,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.51be5f5bccc7b1aca92076abaf236a25.jpg,image is missing required classes: maximum
train,10713,istockphoto-177506603-612x612_jpg.rf.d188594387a40822eb82aafbe9bf4478.jpg,image is missing required classes: maximum
train,10851,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.e882f47b007e16bf3b575c64631c4a72.jpg,image is missing required classes: minimum
train,10863,istockphoto-540208830-612x612_jpg.rf.31270a22fc184507e18510d31e45cf90.jpg,image is missing required classes: maximum
train,10914,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.2927f47c57d133a52b1d3309be69dd5d.jpg,image is missing required classes: maximum
train,11039,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.4279796e716d6c317ee75cb7df93f6e0.jpg,image is missing required classes: maximum
train,11410,istockphoto-540208830-612x612_jpg.rf.08e804404bb5e5b748b2eca5a1e88f4e.jpg,image is missing required classes: maximum
train,11417,IMG_6361_JPG_jpg.rf.63ce9c9255e5795c9f8e794ae85c0a5a.jpg,image is missing required classes: maximum
train,11542,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.d563f7fb76aa8d173e0f09909f8396c6.jpg,image is missing required classes: maximum
train,11588,48_jpeg_jpg.rf.c17a30e7777dc16f77cc0736a36e7dc0.jpg,image is missing required classes: maximum
train,11611,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.0fd90db3fb307844bbf0d85eaa5c7547.jpg,image is missing required classes: maximum
train,11702,48_jpeg_jpg.rf.cca5a586108f0b38ef855f737f15dfd9.jpg,image is missing required classes: maximum
train,11957,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.c68508f602ca6f93b42a4ba9aa8894b0.jpg,image is missing required classes: maximum
train,12021,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.849c4e7e6bd9a2850cf1d8e1a3311236.jpg,image is missing required classes: minimum
train,12141,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.b39e1152eb578c1c9508a7692a810d2a.jpg,image is missing required classes: minimum
train,12380,istockphoto-540208830-612x612_jpg.rf.946089006366cdbc01e8dafbf70ee7b0.jpg,image is missing required classes: maximum
train,12394,48_jpeg_jpg.rf.c1f3383bfcbb347c4ee28c3cdb9766fd.jpg,image is missing required classes: maximum
train,12459,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.6b6f82085c0ca7cc5a0fbece32c2d106.jpg,image is missing required classes: maximum
valid,299,istockphoto-119048610-612x612_jpg.rf.5b8d51329d69173cf75377599e2bad0a.jpg,image is missing required classes: maximum
valid,443,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.aa35fe5cb568e277696fe5a9b56f3bb1.jpg,image is missing required classes: maximum
valid,568,istockphoto-177506603-612x612_jpg.rf.f40b763bf7b18fab79b88e83274882d3.jpg,image is missing required classes: maximum
valid,670,IMG_6339_JPG_jpg.rf.2c3c7b51d425b7552ad1d9d91aee5806.jpg,image is missing required classes: maximum
valid,1072,istockphoto-119048610-612x612_jpg.rf.2a15a36c16c22541eaa0c9aa2903ad80.jpg,image is missing required classes: maximum
valid,1192,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.b2be18dcd8ae4784d6c375ba7874f5ac.jpg,image is missing required classes: minimum
valid,1234,48_jpeg_jpg.rf.7578a026422dbf0d43c7dc74a8aec2ad.jpg,image is missing required classes: maximum
valid,1256,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.c36c4fc21e3f2817e4fe3a31d6713389.jpg,image is missing required classes: maximum
valid,1332,IMG_6339_JPG_jpg.rf.880937f9b09d03ed5a88bb9c4d9d4437.jpg,image is missing required classes: maximum
valid,1351,istockphoto-1271631693-612x612_jpg.rf.eee9e60d0475e61955d5748ac41edf74.jpg,image is missing required classes: maximum
valid,1413,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.21251e834de431695ee84efe7d0af8fe.jpg,image is missing required classes: maximum
valid,1449,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.7875d0035ebfd7dd5b0a6a22ae984d4c.jpg,image is missing required classes: minimum
valid,1601,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.0dc2203c72c6534637717a2e9c4c47ac.jpg,image is missing required classes: maximum
valid,1856,IMG_6361_JPG_jpg.rf.d2aa64c90b65d65e8871c963e36eac84.jpg,image is missing required classes: maximum
valid,1881,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.a4c317fd99fc0956557e084d6d136ed0.jpg,image is missing required classes: maximum
valid,1923,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.f0be770900c39e64720a17e4ddd2ddbc.jpg,image is missing required classes: minimum
valid,2088,istockphoto-540208830-612x612_jpg.rf.28e2e89bcc68474b0a0b782ea75a7b0c.jpg,image is missing required classes: maximum
valid,2206,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.7e85d58a9fd10aba826fa40521bc07bb.jpg,image is missing required classes: minimum
valid,2239,istockphoto-177506603-612x612_jpg.rf.8074245058a4fdbc2e236992209ae399.jpg,image is missing required classes: maximum
valid,2300,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.aaf8e199c7f604b94ccfd418ae2b2b39.jpg,image is missing required classes: minimum
valid,2333,istockphoto-1308948309-612x612_jpg.rf.c86e4ab8af875400784d88d243c20645.jpg,"image is missing required classes: maximum, minimum"
valid,2349,istockphoto-1332836893-612x612_jpg.rf.5b3237e33e4c14050619e6086e43859b.jpg,image is missing required classes: maximum
valid,2426,istockphoto-1332836893-612x612_jpg.rf.1762f2e40372492b1b95af33f002dce3.jpg,image is missing required classes: maximum
valid,2470,IMG_6339_JPG_jpg.rf.44c195d673ffcc6dd121d57de0f90620.jpg,image is missing required classes: maximum
valid,2544,istockphoto-119048610-612x612_jpg.rf.d030c28dbfc9abdbb4337a0201714a5c.jpg,image is missing required classes: maximum
valid,2603,istockphoto-119048610-612x612_jpg.rf.a61d7be8059f1fc3a9abcdcdafed08d2.jpg,image is missing required classes: maximum
valid,2637,istockphoto-540208830-612x612_jpg.rf.704dd54343cbc6318ad285d96c5a9c34.jpg,image is missing required classes: maximum
valid,2723,istockphoto-540208830-612x612_jpg.rf.ad970947029018eff7c7662d6e5e75de.jpg,image is missing required classes: maximum
valid,2739,istockphoto-119048610-612x612_jpg.rf.5bae68d50574c82ff48c64d512fe2800.jpg,image is missing required classes: maximum
valid,3039,istockphoto-177506603-612x612_jpg.rf.847d797c62ec69e7496294b8e47e6caf.jpg,image is missing required classes: maximum
valid,3341,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.f0ce508b73cdcf17b9f7e3e84e0195d4.jpg,image is missing required classes: maximum
valid,3480,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.8dfc75e34f90b156b54eac345ecbdbfe.jpg,image is missing required classes: maximum
valid,3481,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.cf9fe79c213a4402082c3bad2434f614.jpg,image is missing required classes: maximum
valid,3497,4529260-24_jpg.rf.a1b005eda41e1c9f286f9f8f24734d31.jpg,image is missing required classes: minimum
test,1,istockphoto-1332836893-612x612_jpg.rf.f1e59f3976facecfcbad07944faa1a98.jpg,image is missing required classes: maximum
test,63,istockphoto-1271631693-612x612_jpg.rf.b1a06ddbaeb72f46552805105dad20f4.jpg,image is missing required classes: maximum
test,171,istockphoto-1308948309-612x612_jpg.rf.83dd46c06b2a45e8322e5a34c3f59fe1.jpg,"image is missing required classes: maximum, minimum"
test,172,Gauges-AMP-AMT-AMZ-TX-series_jpg.rf.b20e18568e023b668ff55c80519ae10a.jpg,image is missing required classes: maximum
test,197,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.168b2146d483c735abf9e11405eec18a.jpg,image is missing required classes: maximum
test,337,IMG_6339_JPG_jpg.rf.f19d5760bfed83c79614610fc878cccf.jpg,image is missing required classes: maximum
test,453,240_F_278663360_qgbp5UJW67cKcKX56meDzaOBP8431Zeh_jpg.rf.ca34c0759897ba909792c436f19f35d1.jpg,image is missing required classes: maximum
test,736,IMG_6339_JPG_jpg.rf.8681c58afc7139d41ad5fb39f090bd96.jpg,image is missing required classes: maximum
test,839,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.b689a32c37e5fde883cb6dfd2d2fe224.jpg,image is missing required classes: minimum
test,863,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.ecd318b1acf55207265b2ec94f4cecec.jpg,image is missing required classes: minimum
test,882,IMG_6361_JPG_jpg.rf.e89835f99a670ce79d5971cdcb3d4b65.jpg,image is missing required classes: maximum
test,906,istockphoto-1332836893-612x612_jpg.rf.d1cdbf00290b612430f7b792d47a3129.jpg,image is missing required classes: maximum
test,974,IMG_6339_JPG_jpg.rf.c88ae50981d7cebb0e1ccf0314361e36.jpg,image is missing required classes: maximum
test,1112,4529260-24_jpg.rf.e982efda13ab675500fec070c5554046.jpg,image is missing required classes: minimum
test,1113,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.db7829f26b6ba0fbf80955a25323deb3.jpg,image is missing required classes: maximum
test,1278,istockphoto-1332836893-612x612_jpg.rf.478d05f1f45cc5d19596c32313bc671f.jpg,image is missing required classes: maximum
test,1356,istockphoto-1332836893-612x612_jpg.rf.cc3cf915476cc4498069edbd52a2fec1.jpg,image is missing required classes: maximum
test,1498,istockphoto-1271631693-612x612_jpg.rf.3c9e8bcc30f89f2e56033bc183c29984.jpg,image is missing required classes: maximum
test,1568,48_jpeg_jpg.rf.08deb78f46447197f1642cd81b9c1766.jpg,image is missing required classes: maximum
test,1578,240_F_258386509_PcJgP4gZpHcHMmmR1t1uG0ui6OQsxJUC_jpg.rf.0b3cc4bcf33a866c402cb5db5c86cfc2.jpg,image is missing required classes: maximum
test,1613,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.dbf40b4aedd0fde48c1550c27d8e0b7a.jpg,image is missing required classes: maximum
test,1661,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.6bbc72b5a5c921567211d3dae52729b2.jpg,image is missing required classes: maximum
test,1671,240_F_498591925_ViMzD0Y8mukwD44KhmLMQHOSUlakFAgj_jpg.rf.ba581237f0274ca10eae6c11a3191d55.jpg,image is missing required classes: minimum
test,1740,7761374d7d614b8196a87ac9537e7c53_jpeg_jpg.rf.318c99964791db8b04692f00f9323832.jpg,image is missing required classes: minimum
test,1765,40868b20d5424b22bfdd31865984b172_jpeg_jpg.rf.fe8286b79dec7284f087349d4630c409.jpg,image is missing required classes: maximum
test,1793,Oil-Pressure-Gauge-A2C53413310-S__39334-1563979529_jpg.rf.3848e7108f970eb1e763ac978e266efe.jpg,image is missing required classes: maximum
